year,sippst,age,race,mardum,ed,ui_yn,spell,dur,templayoff,censrd,seam1wks,seam2wks,hh_twlth,unemprate,gind,occ,annwg,wba,avgwba,hh_theq,hh_liq,hh_netliq,l_avgwba,l_maxwba,l_wba,l_annwg_spl1,l_annwg_spl2,l_annwg_spl3,l_annwg_spl4,l_annwg_spl5,l_annwg_spl6,l_annwg_spl7,l_annwg_spl8,l_annwg_spl9,l_annwg_spl10,id,hasmortg,l_hh_twlth,maxwba,l_annwg,unemprate2,year1,year2,year3,ind99,ind4,delta
1992,Georgia,21,White,0,9,yes,2,5,0,0,6,23,1000,6.4000001,2,6,14613.31,74.539314,138.03149,0,0,0,4.9274817,5.1494775,4.3113265,8.3230162,.44986501,.27958801,.220351,.195071,.1217973,0,0,0,0,455,0,6.9077554,172.34142,9.5896883,40.960003,0,1,0,0,0,1
1997,Wisconsin,34,White,1,13,yes,2,6,0,0,13,30,92016,3.7,6,3,10713.328,104.76352,153.47682,61074.766,192.18193,-3065.1389,5.0335498,5.4365177,4.6517057,8.3230162,.44986501,.27958801,.220351,.0064234692,0,0,0,0,0,464,1,11.429718,229.64111,9.2792435,13.690001,0,0,1,0,0,1
1994,Ohio,22,White,0,12,yes,2,25,0,0,17,35,10600,6,99,99,5987.3301,102.9642,168.33138,0,9348.3135,9348.3135,5.1259346,5.3036876,4.6343813,8.3230162,.37438506,0,0,0,0,0,0,0,0,471,0,9.268609,201.07693,8.697401,36,0,1,0,1,0,1
1993,California,26,White,1,12,yes,2,6,0,0,6,23,500,9.3999996,1,7,6494.2974,61.612221,141.02936,0,0,0,4.9489679,5.3377042,4.1208601,8.3230162,.44986501,.0057988479,0,0,0,0,0,0,0,473,0,6.2146082,208.03455,8.7786798,88.359993,0,1,0,0,0,1
1991,New York,26,White,0,14,yes,1,56,0,1,4,22,724,7.3000002,3,6,18490.883,192.69073,182.68251,0,47.021294,47.021294,5.2077498,5.5194616,5.2610865,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.17000718,0,0,0,475,0,6.5847912,249.50067,9.8250332,53.290001,0,1,0,0,0,0
1990,Tennessee,25,White,0,12,yes,1,7,0,0,6,,0,5.8000002,6,7,16640,119.71575,113.03,0,0,0,4.727653,5.0751739,4.78512,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.064538434,0,0,0,480,0,,160,9.7195644,33.640003,0,1,0,0,0,1
1988,Connecticut,26,White,1,11,yes,1,8,0,0,8,26,3240,2.9000001,5,7,22656.139,144.72322,198.01657,0,232.01183,-4408.2246,5.2883506,5.4749594,4.974823,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.17254084,0,0,486,0,8.0833282,238.64078,10.028186,8.4100008,1,0,0,0,0,1
1986,North Carolina,50,White,0,16,yes,1,20,0,0,5,22,102531,5.5,8,1,50988.898,208.69069,142.07661,112096.71,5365.1396,4172.6211,4.9563665,5.3408532,5.3408532,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.4560031,488,1,11.53792,208.69069,10.839363,30.25,1,0,0,0,0,1
1992,California,20,White,0,11,yes,1,1,0,0,16,,95249,9,2,5,14279.185,109.21118,141.66464,76389.164,11410.864,7674.3164,4.9534626,5.3672009,4.6932836,8.3230162,.44986501,.27958801,.220351,.195071,.098666884,0,0,0,0,489,1,11.46425,214.26227,9.5665579,81,0,1,0,0,0,1
1991,Florida,54,White,1,12,yes,1,2,0,0,13,30,33733,8.3000002,5,8,25005.73,215.91409,151.3222,22166.221,1568.0161,-4189.6929,5.0194116,5.3748808,5.3748808,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.042450618,0,495,1,10.426232,215.91414,10.126861,68.889999,0,1,0,0,0,1
1987,Texas,39,White,1,12,yes,1,24,0,0,4,22,118168,8.8000002,2,6,11505.282,233.55722,186.00589,51773.77,75934.859,75743.875,5.2257781,5.4534273,5.4534273,8.3230162,.44986501,.27958801,.220351,.077741139,0,0,0,0,0,498,0,11.679863,233.55727,9.3505611,77.440002,1,0,0,0,0,1
1992,Illinois,36,White,1,12,yes,1,25,0,1,8,25,2206,8,8,5,25385.424,180.59421,170.67389,0,541.24518,-1135.5901,5.1397548,5.2950978,5.1962523,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.05752058,0,501,0,7.698936,199.35713,10.141931,64,0,1,0,0,0,0
1991,New York,27,White,1,12,yes,2,10,0,0,17,34,59775,6.5,4,6,20281.531,119.52134,182.68251,27828.928,17273.127,11699.665,5.2077498,5.5194616,4.7834949,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.061821163,0,0,502,1,10.998343,249.50067,9.9174662,42.25,0,1,0,0,1,1
1992,Virginia,43,White,1,18,yes,2,18,0,1,18,,153950,6.6999998,99,99,42226.441,193.76764,149.59235,107131.15,24873.057,15324.412,5.0079141,5.2666597,5.2666597,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.26744166,515,1,11.944384,193.76764,10.650802,44.889996,0,1,0,1,0,0
1987,Pennsylvania,46,White,1,14,yes,1,24,0,0,7,24,104673,5.6999998,6,3,20945.365,214.85811,182.03658,104122.8,7995.0205,1517.5466,5.2042074,5.6250181,5.369978,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.094027698,0,0,516,1,11.558597,277.27731,9.9496727,32.489998,1,0,0,0,0,1
1992,Michigan,31,White,1,12,yes,1,87,0,1,18,35,55238,9.5,99,99,21053.6,209.44923,196.83252,14883.776,10438.3,10438.3,5.2823534,5.5745683,5.3444815,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.099181354,0,0,523,1,10.919406,263.63571,9.9548264,90.25,0,1,0,1,0,0
1988,Ohio,59,Black,1,12,yes,1,16,0,0,9,27,44247,6.5,6,6,29002.584,173.45647,167.19214,38668.637,2040.5992,2040.5992,5.1191435,5.1559267,5.1559267,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.19072981,0,526,1,10.697543,173.45648,10.27514,42.25,1,0,0,0,0,1
1996,New Jersey,25,White,0,12,yes,1,9,0,0,18,35,623,6.0999999,6,3,9.9961758,134.12846,212.28546,0,0,-5337.958,5.3579321,5.70894,4.898798,2.3022027,0,0,0,0,0,0,0,0,0,527,0,6.4345465,301.55127,2.3022027,37.209999,0,0,1,0,0,1
1990,New Jersey,43,White,1,12,yes,1,3,0,0,17,34,46850,4.4000001,7,8,13440,187.18202,206.98,40000,1000,500,5.3326221,5.6312118,5.2320814,8.3230162,.44986501,.27958801,.220351,.195071,.038099982,0,0,0,0,550,1,10.754706,279,9.505991,19.360001,0,1,0,0,0,1
1988,Minnesota,24,White,1,10,yes,1,1,0,0,1,18,9500,3.9000001,2,8,14583.601,152.81708,200.31459,7181.3184,1436.2637,883.85455,5.2998891,5.6370153,5.0292416,8.3230162,.44986501,.27958801,.220351,.195071,.11976216,0,0,0,0,560,1,9.1590471,280.6239,9.5876532,15.210001,1,0,0,0,0,1
1998,Texas,58,White,1,1,yes,4,38,0,0,17,34,47541,4.6999998,99,99,4999.4756,98.366188,166.61443,48110.43,0,0,5.1156821,5.4139442,4.588697,8.3230162,.19407193,0,0,0,0,0,0,0,0,567,0,10.769348,224.51538,8.5170879,22.089998,0,0,1,1,0,1
1992,Ohio,54,White,1,12,yes,1,11,0,0,15,33,183145,7.4000001,4,5,49857.902,196.56236,167.56242,128645.88,23475.695,22893.461,5.121356,5.2809796,5.2809796,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.43357268,570,1,12.118033,196.56235,10.816933,54.760002,0,1,0,0,1,1
1990,Illinois,36,Black,1,10,yes,1,104,0,1,18,35,10088,6.3000002,99,99,20492,165.73242,170.28,9000,1088,-12,5.137444,5.8274302,5.1103745,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.072144687,0,0,571,0,9.2191019,339.48517,9.9277897,39.690002,0,1,0,1,0,0
1990,Texas,40,White,1,6,yes,2,3,0,0,15,32,78833,6.1999998,6,6,6488,102.80437,161.98,48000,25000,23200,5.0874729,5.3798971,4.6328278,8.3230162,.44986501,.0048289611,0,0,0,0,0,0,0,577,1,11.275087,216.99995,8.77771,38.439999,0,1,0,0,0,1
1994,California,49,White,1,6,yes,1,35,0,0,17,35,36750,9.1999998,99,99,21422.631,129.80324,135.74457,31442.082,88.191635,-176.38327,4.9107747,5.3124213,4.8660197,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.11655825,0,0,581,1,10.511893,202.84077,9.9722033,84.639999,0,1,0,1,0,1
1992,New Jersey,38,White,0,13,yes,2,10,0,0,7,25,27225,9.3999996,4,5,35022.57,196.49254,209.49263,17699.928,1676.8353,-6707.3413,5.3446884,5.6592212,5.2806244,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.08038798,583,1,10.211891,286.92508,10.463748,88.359993,0,1,0,0,1,1
1991,Pennsylvania,31,Black,1,13,yes,1,8,0,0,8,26,13625,7,5,1,24527.842,243.18576,189.14076,0,9788.1055,671.73273,5.2424917,5.6658907,5.4938254,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.023153972,0,584,0,9.5196619,288.84515,10.107564,49,0,1,0,0,0,1
1998,Texas,36,White,1,16,yes,1,26,0,0,8,25,54785,4.8000002,8,2,33395.051,224.51534,166.61443,5211.9634,31933.297,30329.617,5.1156821,5.4139442,5.4139442,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.032803446,585,1,10.911172,224.51538,10.416163,23.040001,0,0,1,0,0,1
1987,Massachusetts,24,White,0,12,yes,2,5,0,1,5,,62025,3.5,4,5,6449.0942,129.25159,200.01933,63279.051,0,-402.68488,5.2984142,5.5338488,4.8617606,8.3230162,.44867915,0,0,0,0,0,0,0,0,587,1,11.035293,253.11623,8.7716951,12.25,1,0,0,0,1,0
1991,Illinois,35,White,0,13,yes,1,22,0,0,3,20,6742,8.1999998,7,1,25917.369,185.59485,172.59694,0,0,0,5.150959,5.2866564,5.2235661,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.078258231,0,589,0,8.8161116,197.68135,10.162668,67.239998,0,1,0,0,0,1
1996,Wisconsin,35,White,0,12,yes,1,5,0,0,9,26,-8380,3.4000001,4,5,16000.546,219.20158,168.67714,0,193.2594,193.2594,5.1279864,5.4304242,5.3899918,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.02535196,0,0,0,592,0,,228.24605,9.680378,11.56,0,0,1,0,1,1
1993,North Carolina,21,Black,0,12,yes,1,1,0,0,1,18,0,5.5,4,6,19146.418,167.89746,151.98283,0,0,0,5.0237675,5.4868736,5.1233535,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.0042259106,0,0,594,0,,241.50101,9.8598709,30.25,0,1,0,0,1,1
1991,Rhode Island,29,White,1,12,yes,1,7,0,0,7,24,114328,9.1000004,3,5,36023.109,247.32288,196.12677,88764.688,5756.7495,4442.0728,5.2787614,5.6112695,5.5106945,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.1085557,595,1,11.646827,273.49121,10.491916,82.810005,0,1,0,0,0,1
1985,California,34,White,0,12,yes,1,13,0,0,15,32,683845,7.3000002,2,2,29152.416,201.63754,137.27144,242936.8,579875.56,574142.25,4.9219604,5.3064718,5.3064718,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.19588347,0,601,0,13.435487,201.63756,10.280293,53.290001,1,0,0,0,0,1
1994,Alabama,38,White,1,16,yes,2,4,0,0,17,35,89002,6.5,2,3,42744.723,145.51619,115.71625,48138.523,11464.912,11244.434,4.7511411,4.9802876,4.9802876,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.27964106,611,1,11.396414,145.51622,10.663001,42.25,0,1,0,0,0,1
1986,Oklahoma,30,White,1,15,yes,1,55,0,1,3,20,16950,8.1999998,1,5,23137.238,206.1973,173.91685,14310.219,596.25909,-417.38138,5.1585774,5.459271,5.3288336,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.1935541,0,0,612,1,9.7380228,234.92609,10.049199,67.239998,1,0,0,0,0,0
1992,Louisiana,45,White,1,12,yes,2,2,0,0,7,,24275,8.5,5,5,26812.598,133.5208,109.98177,18631.504,0,0,4.7003145,5.1276188,4.8942571,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.11221667,0,616,1,10.097202,168.61513,10.196627,72.25,0,1,0,0,0,1
1999,Mississippi,34,White,0,7,yes,2,18,0,0,18,35,24308,5,7,8,5734.7959,57.471577,120.26596,17259.303,6.2761102,-287.91656,4.7897058,5.004333,4.0512905,8.3230162,.33129138,0,0,0,0,0,0,0,0,621,1,10.09856,149.05763,8.6543074,25,0,0,1,0,0,1
1986,Oklahoma,39,White,1,18,yes,1,7,0,0,7,24,48640,8.6000004,8,1,97786.492,234.92609,173.91685,49488.313,4470.751,-25938.465,5.1585774,5.459271,5.459271,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,1.1071814,624,1,10.792201,234.92609,11.490541,73.960007,1,0,0,0,0,1
1991,Kansas,59,White,1,12,yes,1,3,0,0,11,28,66998,4.6999998,6,7,15118.785,207.95937,168.98877,23990.455,39582.332,38910.598,5.1298323,5.3614578,5.3373427,8.3230162,.44986501,.27958801,.220351,.195071,.15580247,0,0,0,0,626,1,11.112418,213.03529,9.6236935,22.089998,0,1,0,0,0,1
1985,Ohio,22,White,1,12,yes,1,13,0,0,13,30,1650,8.6000004,4,7,18949.07,178.55855,177.48962,0,728.81042,-1700.5576,5.1789122,5.1849165,5.1849165,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.19448419,0,0,0,632,0,7.4085307,178.55853,9.8495102,73.960007,1,0,0,0,1,1
1991,California,27,White,0,12,yes,3,29,0,1,12,29,238456,8,7,8,4826.8794,73.264503,137.81078,211116,16751.096,533.54773,4.9258814,5.3058877,4.2940764,8.3230162,.15893953,0,0,0,0,0,0,0,0,633,1,12.38194,201.51981,8.4819555,64,0,1,0,0,0,0
1991,Texas,31,White,1,9,yes,1,65,0,0,8,26,500,6.5,2,7,12994.19,135.13365,163.24066,0,0,-76.769455,5.0952253,5.3704262,4.9062643,8.3230162,.44986501,.27958801,.220351,.195071,.0043666139,0,0,0,0,634,1,6.2146082,214.95445,9.4722576,42.25,0,1,0,0,0,1
1995,Colorado,21,White,1,0,yes,1,4,0,0,,,7062,3.9000001,3,5,43858.254,109.04408,173.65776,0,406.50787,-2166.3267,5.1570864,5.4336448,4.691752,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.30535784,640,0,8.862484,228.98232,10.688718,15.210001,0,1,0,0,0,1
1997,Massachusetts,35,White,0,12,yes,1,38,0,0,16,34,63481,4.0999999,6,6,19055.328,129.42763,214.04671,47231.152,2834.6836,-4901.4536,5.3661942,5.611722,4.863122,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.20007558,0,0,0,646,1,11.058496,273.61499,9.8551016,16.809999,0,0,1,0,0,1
1997,California,33,White,0,3,yes,1,23,0,0,4,22,0,6.3000002,3,6,9352.583,89.444077,123.65605,0,0,0,4.8175039,5.2326899,4.4936137,8.3230162,.44986501,.27958801,.090938821,0,0,0,0,0,0,647,0,,187.29593,9.1434078,39.690002,0,0,1,0,0,1
1991,New Hampshire,31,White,1,14,yes,1,17,0,0,17,35,3725,6.9000001,99,99,25516.248,145.50337,125.18219,0,0,0,4.8297701,5.0827441,4.9801993,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.062660888,0,650,0,8.2228222,161.21585,10.147071,47.610001,0,1,0,1,0,1
1997,North Carolina,42,White,1,16,yes,1,8,0,1,8,,266552,3.5,2,1,33713.27,252.44237,161.45726,122149.53,88926.492,88926.492,5.0842404,5.5311828,5.5311828,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.042286783,654,0,12.493324,252.44232,10.425647,12.25,0,0,1,0,0,0
1986,Florida,28,White,0,12,yes,1,29,0,0,17,35,11700,5.8000002,99,99,17558.639,156.7742,148.44467,0,12163.686,10696.889,5.0002122,5.1867027,5.0548067,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.11827512,0,0,0,658,0,9.3673439,178.87778,9.7733011,33.640003,1,0,0,1,0,1
1990,Georgia,26,White,1,12,yes,1,9,0,0,2,20,17259,5.1999998,7,1,26320,175,142.96001,300,5406,4206,4.9625649,5.1647859,5.1647859,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.093674377,0,677,1,9.7560892,174.99998,10.178084,27.039997,0,1,0,0,0,1
1995,New York,30,White,0,12,yes,1,52,0,1,17,35,300,6.1999998,99,99,13093.155,182.11009,178.13449,0,257.28345,-1886.7454,5.182539,5.5501785,5.2046113,8.3230162,.44986501,.27958801,.220351,.195071,.011954047,0,0,0,0,684,0,5.7037826,257.28348,9.479845,38.439999,0,1,0,1,0,0
1995,Pennsylvania,20,White,0,12,yes,3,13,0,1,13,,116647,5.8000002,3,6,1033.4219,103.92989,188.22858,77185.039,19895.73,18180.508,5.2376571,5.6753416,4.6437163,6.9406309,0,0,0,0,0,0,0,0,0,687,0,11.666907,291.58792,6.9406309,33.640003,0,1,0,0,0,0
1987,Indiana,49,White,1,13,yes,1,3,0,0,5,23,52755,6.5,2,4,23507.592,110.45071,119.95407,17257.924,24736.355,23585.828,4.7871089,4.7045693,4.7045693,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.20943373,0,0,688,1,10.873414,110.45071,10.065079,42.25,1,0,0,0,0,1
1995,California,45,White,1,18,yes,2,28,0,0,13,30,19897,7.8000002,8,1,6556.4404,186.05634,131.68625,0,3729.7527,-215.2605,4.8804221,5.2844753,5.2260494,8.3230162,.44986501,.015322239,0,0,0,0,0,0,0,690,0,9.898324,197.25067,8.7882032,60.840004,0,1,0,0,0,1
1997,New Jersey,60,White,0,11,yes,1,23,0,0,6,23,6356,5.1999998,7,5,24074.045,245.25514,210.50436,0,1511.3969,-1990.223,5.3495064,5.7188663,5.5022988,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.0044791219,0,698,0,8.7571545,304.55945,10.088889,27.039997,0,0,1,0,0,1
1999,Pennsylvania,19,White,0,12,yes,1,8,0,0,6,24,113395,4.4000001,7,7,9898.9951,78.566216,196.56776,73744.297,3310.6482,-6495.7739,5.2810073,5.6842346,4.3639417,8.3230162,.44986501,.27958801,.14771964,0,0,0,0,0,0,699,1,11.638633,294.1926,9.2001886,19.360001,0,0,1,0,0,1
1993,California,40,White,1,12,yes,2,2,0,0,3,20,11550,9.3000002,4,5,26230.449,120.79926,141.02936,0,994.94806,-1266.2975,4.9489679,5.3377042,4.7941303,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.090265945,0,709,0,9.3544407,208.03455,10.174676,86.490005,0,1,0,0,1,1
1997,Connecticut,35,White,1,12,yes,1,3,0,0,7,24,96050,5.9000001,4,5,31107.414,235.14349,172.12497,50488.473,22964.111,22312.648,5.148221,5.7684202,5.460196,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.26079148,0,710,1,11.472624,320.03174,10.345201,34.810001,0,0,1,0,1,1
1992,California,19,White,0,11,yes,1,27,0,1,10,27,2000,9.6999998,8,8,3267.9658,92.157372,141.66464,931.5752,0,0,4.9534626,5.3672009,4.5234976,8.0919228,0,0,0,0,0,0,0,0,0,715,1,7.6009026,214.26227,8.0919228,94.089996,0,1,0,0,0,0
1990,Texas,49,White,0,12,yes,1,12,0,0,17,35,39196,6.3000002,1,7,18200,169.60925,161.98,0,23100,22950,5.0874729,5.3798971,5.1334972,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.15415044,0,0,0,725,0,10.57633,216.99995,9.8091764,39.690002,0,1,0,0,0,1
1992,Pennsylvania,60,White,1,8,yes,1,48,0,0,17,34,439292,7.5999999,99,99,37684.078,213.89522,187.17209,209604.42,179141.91,179141.91,5.2320285,5.6461492,5.3654861,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.15363303,737,0,12.99292,283.19882,10.536993,57.759998,0,1,0,1,0,1
1995,Texas,43,White,1,12,yes,1,4,0,1,4,,50098,6,5,5,22569.764,216.1181,160.34763,25728.346,1629.4619,-343.04462,5.0773439,5.3758249,5.3758249,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.16872138,0,0,739,0,10.821736,216.11809,10.024366,36,0,1,0,0,0,0
1991,Georgia,27,White,0,16,yes,1,4,0,0,8,26,2500,7.0999999,6,3,33079.957,177.52937,142.89674,0,2399.0454,-8156.7549,4.9621224,5.1791363,5.1791363,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.023322968,743,0,7.8240461,177.5294,10.406683,50.41,0,1,0,0,0,1
1991,Texas,33,Asian or Pacific Islander,0,6,yes,1,3,0,0,3,,68434,7.0999999,6,3,11126.453,122.15808,163.24066,10569.235,48863.758,48287.988,5.0952253,5.3704262,4.805316,8.3230162,.44986501,.27958801,.220351,.044260498,0,0,0,0,0,747,1,11.133625,214.95445,9.3170805,50.41,0,1,0,0,0,1
1987,Indiana,22,White,1,12,yes,2,10,0,0,10,28,3700,6.1999998,2,6,3635.6692,109.77787,119.95407,0,115.05282,115.05282,4.7871089,4.7045693,4.6984591,8.1985483,0,0,0,0,0,0,0,0,0,752,0,8.2160883,110.45071,8.1985483,38.439999,1,0,0,0,0,1
1986,Pennsylvania,27,White,0,12,yes,2,24,0,1,7,24,7547,6.0999999,4,5,7083.5581,154.64226,184.92381,0,4826.1211,4468.3657,5.219944,5.6228046,5.0411143,8.3230162,.44986501,.09265092,0,0,0,0,0,0,0,759,0,8.9289055,276.66425,8.8655319,37.209999,1,0,0,0,1,0
1986,Minnesota,34,White,0,12,yes,2,25,0,1,8,25,3100,5.4000001,7,8,6575.5454,97.1576,201.32094,0,0,0,5.3049002,5.6525307,4.5763345,8.3230162,.44986501,.0182319,0,0,0,0,0,0,0,772,0,8.0391569,285.01181,8.7911129,29.160002,1,0,0,0,0,0
1988,South Carolina,28,Black,1,12,yes,1,12,0,0,17,,-3260,4.3000002,4,5,11624.897,162.40828,122.56853,-8838.5459,486.12003,-2380.8833,4.8086705,5.0901136,5.0901136,8.3230162,.44986501,.27958801,.220351,.08808469,0,0,0,0,0,776,1,,162.40831,9.3609047,18.490002,1,0,0,0,1,1
1987,Missouri,32,White,1,11,yes,3,7,0,1,7,,74388,6.5999999,2,6,12083.998,149.56866,130.72302,78235.914,5853.8872,-5809.0166,4.8730807,5.0077558,5.0077558,8.3230162,.44986501,.27958801,.220351,.12681723,0,0,0,0,0,786,1,11.21705,149.5687,9.3996372,43.559998,1,0,0,0,0,0
1993,Missouri,40,White,1,12,yes,3,24,0,0,13,31,5999,6.5,4,6,18153.279,158.28719,134.79736,226.12456,225.22006,225.22006,4.9037728,5.0644112,5.0644112,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.15158029,0,0,0,791,1,8.6993484,158.28722,9.8066063,42.25,0,1,0,0,1,1
1998,Illinois,30,White,1,13,yes,1,6,0,0,12,30,18302,4.1999998,2,6,21304.902,176.65091,181.91354,0,4772.5547,-11264.255,5.2035317,5.9340205,5.1741757,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.11104792,0,0,792,0,9.8147659,377.66989,9.9666929,17.639997,0,0,1,0,0,1
1991,California,27,White,0,12,yes,1,4,0,0,9,27,57471,7.6999998,2,6,9980.0293,109.15866,137.81078,53782.762,887.64685,841.58514,4.9258814,5.3058877,4.6928024,8.3230162,.44986501,.27958801,.1558726,0,0,0,0,0,0,794,1,10.959036,201.51981,9.2083416,59.289997,0,1,0,0,0,1
1998,West Virginia,36,White,0,12,yes,3,86,0,1,17,34,21000,6.6999998,2,7,6140.4946,117.74648,149.92012,16036.81,0,0,5.0101027,5.492887,4.7685337,8.3230162,.39964503,0,0,0,0,0,0,0,0,808,0,9.9522781,242.95763,8.722661,44.889996,0,0,1,0,0,0
1993,California,46,"American Indian, Eskimo or Aleut",1,13,yes,2,17,0,1,17,,500,9.3000002,99,99,10890.158,103.1571,141.02936,0,0,-714.55359,4.9489679,5.3377042,4.6362529,8.3230162,.44986501,.27958801,.220351,.022795197,0,0,0,0,0,809,0,6.2146082,208.03455,9.2956152,86.490005,0,1,0,1,0,0
2000,Ohio,27,White,1,12,yes,3,3,0,0,3,,3494,4.4000001,2,6,13115.54,93.668381,179.42786,7362.311,75.900116,-20265.33,5.1897731,5.3554597,4.5397606,8.3230162,.44986501,.27958801,.220351,.195071,.013662077,0,0,0,0,813,1,8.158802,211.76129,9.4815531,19.360001,0,0,1,0,0,1
1999,Oregon,45,White,0,13,yes,3,10,0,1,10,,64570,5.4000001,1,1,4474.082,195.6492,175.29961,38441.176,3040.7754,2177.8103,5.1664968,5.6037478,5.2763233,8.3230162,.083040401,0,0,0,0,0,0,0,0,814,1,11.075505,271.44183,8.4060564,29.160002,0,0,1,0,0,0
1994,Michigan,38,White,1,12,yes,2,10,0,0,17,35,89998,6.5999999,99,2,13152.9,173.74146,187.64534,57390.707,11994.063,7584.4805,5.2345538,5.5545144,5.1575685,8.3230162,.44986501,.27958801,.220351,.195071,.016506888,0,0,0,0,821,1,11.407543,258.40146,9.4843979,43.559998,0,1,0,1,0,1
1997,New Jersey,35,White,1,13,yes,1,9,0,0,8,25,17064,5.0999999,6,8,23797.172,161.15552,210.50436,0,5670.9956,1192.1794,5.3495064,5.7188663,5.0823698,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.22167701,0,0,826,0,9.7447262,304.55945,10.077322,26.009998,0,0,1,0,0,1
1994,Minnesota,29,White,1,12,yes,1,2,0,0,2,20,3048,4.5,4,7,14382.292,159.73651,191.76389,0,485.05399,-396.86237,5.2562647,5.5946536,5.0735254,8.3230162,.44986501,.27958801,.220351,.195071,.10586236,0,0,0,0,827,0,8.0222406,268.98447,9.5737534,20.25,0,1,0,0,1,1
1987,Texas,26,White,1,16,yes,1,21,0,1,4,21,36999,8.8999996,8,2,14784.287,233.55722,186.00589,34515.848,2587.5378,1782.1682,5.2257781,5.4534273,5.4534273,8.3230162,.44986501,.27958801,.220351,.195071,.13342927,0,0,0,0,830,0,10.518646,233.55727,9.6013203,79.209991,1,0,0,0,0,0
1985,Minnesota,48,White,1,12,yes,1,17,0,0,17,34,112900,5.9000001,99,99,31581.785,257.01675,188.60399,121468.4,12511.245,11636.673,5.2396493,5.6238298,5.5491414,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.27592534,0,832,0,11.634257,276.94803,10.360335,34.810001,1,0,0,1,0,1
